School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Christian Brothers College,55.97,34.06,90.03,1,2,1
Rockhurst,21.73,38.12,59.85,12,1,2
De Smet Jesuit,26.42,32.35,58.77,4,3,3
Lee's Summit North,25.01,30.4,55.41,7,4,4
Joplin,30.37,22.14,52.51,2,9,5
Blue Springs,23.15,27.57,50.72,9,6,6
Lee's Summit West,25.2,25.18,50.38,6,7,7
Rock Bridge,26.39,23.44,49.83,5,8,8
Park Hill,19.01,29.07,48.08,13,5,9
Kirkwood,27.07,16.02,43.09,3,18,10
Liberty,23.52,17.68,41.2,8,15,11
Eureka,17.72,21.64,39.36,15,10,12
Pattonville,17.95,21.12,39.07,14,12,13
Liberty North,16.97,21.45,38.41,16,11,14
Francis Howell,22.06,14.85,36.92,11,21,15
Raymore-Peculiar,22.25,12.33,34.58,10,24,16
Lee's Summit,15.84,17.59,33.43,17,16,17
Blue Springs South,14.34,17.58,31.93,19,17,18
Marquette,11.17,20.46,31.63,22,13,19
Jefferson City,11.74,15.67,27.41,21,20,20
Ft. Zumwalt West,6.7,18.51,25.21,25,14,21
Lindbergh,6.3,15.84,22.14,26,19,22
SLUH,7.23,13.6,20.84,24,23,23
Troy Buchanan,14.74,4.74,19.49,18,27,24
Hazelwood Central,4.24,14.39,18.63,27,22,25
Hazelwood West,7.45,8.9,16.35,23,26,26
Ritenour,13.24,2.72,15.96,20,30,27
Ozark,-1.05,9.13,8.08,29,25,28
Lafayette (Wildwood),1.77,4.51,6.28,28,28,29
Francis Howell Central,-1.16,-0.23,-1.39,30,31,30
Northwest (Cedar Hill),-8.27,3.38,-4.89,31,29,31
Kickapoo,-9.01,-3.31,-12.31,32,32,32
